Author,Date,Firm,Strategist,Stock Allocation %,2004 Close
Elinor Arbel,2004-08-09,Morgan Stanley,Henry McVey,65.0,1200.0
Elinor Arbel,2004-08-09,Prudential,Ed Yardeni,70.0,1190.0
Elinor Arbel,2004-08-09,UBS,,55.0,
Elinor Arbel,2004-08-09,Wachovia,Rod Smyth,73.0,
Elinor Arbel,2004-08-16,Bank of America,Thomas McManus,60.0,1160.0
Elinor Arbel,2004-08-16,Bear Stearns,Francois Trahan,60.0,1100.0
Elinor Arbel,2004-08-16,CIBC,Subodh Kumar,72.0,
Elinor Arbel,2004-08-16,CSFB,Patrick Jilek,,
Elinor Arbel,2004-08-16,Deutsche Bank,,65.0,1180.0
Elinor Arbel,2004-08-16,Goldman Sachs,Abby Joseph Cohen,75.0,
Elinor Arbel,2004-08-16,JPMorgan,,70.0,1150.0
Elinor Arbel,2004-08-16,Lehman,Henry Dickson,65.0,
Elinor Arbel,2004-08-16,Merrill Lynch,Richard Bernstein,45.0,
Elinor Arbel,2004-08-16,Morgan Stanley,Henry McVey,65.0,1200.0
Elinor Arbel,2004-08-16,Prudential,Ed Yardeni,70.0,1190.0
Elinor Arbel,2004-08-16,Smith Barney,Committee,55.0,1025.0
Elinor Arbel,2004-08-16,UBS,,55.0,
Elinor Arbel,2004-08-16,Wachovia,Rod Smyth,73.0,
Edgar Ortega,2004-08-23,Bank of America,Thomas McManus,60.0,
Edgar Ortega,2004-08-23,Bear Stearns,Francois Trahan,60.0,1100.0
Edgar Ortega,2004-08-23,CIBC,Subodh Kumar,72.0,
Edgar Ortega,2004-08-23,CSFB,Patrick Jilek,,
Edgar Ortega,2004-08-23,Deutsche Bank,,65.0,1180.0
Edgar Ortega,2004-08-23,Goldman Sachs,Abby Joseph Cohen,75.0,
Edgar Ortega,2004-08-23,JPMorgan,,70.0,1150.0
Edgar Ortega,2004-08-23,Lehman,Henry Dickson,65.0,
Edgar Ortega,2004-08-23,Merrill Lynch,Richard Bernstein,45.0,
Edgar Ortega,2004-08-23,Morgan Stanley,Henry McVey,65.0,1200.0
Edgar Ortega,2004-08-23,Prudential,Ed Yardeni,70.0,1190.0
Edgar Ortega,2004-08-23,Smith Barney,Committee,55.0,1025.0
Edgar Ortega,2004-08-23,UBS,,55.0,
Edgar Ortega,2004-08-23,Wachovia,Rod Smyth,73.0,
Edgar Ortega,2004-08-30,Bank of America,Thomas McManus,60.0,
Edgar Ortega,2004-08-30,Bear Stearns,Francois Trahan,60.0,1100.0
Edgar Ortega,2004-08-30,CIBC,Subodh Kumar,72.0,
Edgar Ortega,2004-08-30,CSFB,Patrick Jilek,,
Edgar Ortega,2004-08-30,Deutsche Bank,,65.0,1180.0
Edgar Ortega,2004-08-30,Goldman Sachs,Abby Joseph Cohen,75.0,
Edgar Ortega,2004-08-30,JPMorgan,,70.0,1150.0
Edgar Ortega,2004-08-30,Lehman,Henry Dickson,65.0,
Edgar Ortega,2004-08-30,Merrill Lynch,Richard Bernstein,45.0,
Edgar Ortega,2004-08-30,Morgan Stanley,Henry McVey,65.0,1200.0
Edgar Ortega,2004-08-30,Prudential,Ed Yardeni,70.0,1190.0
Edgar Ortega,2004-08-30,Smith Barney,Committee,55.0,1025.0
Edgar Ortega,2004-08-30,UBS,,55.0,
Edgar Ortega,2004-08-30,Wachovia,Rod Smyth,73.0,1150.0
Ari Levy,2004-09-07,Bank of America,Thomas McManus,60.0,
Ari Levy,2004-09-07,Bear Stearns,Francois Trahan,60.0,1100.0
Ari Levy,2004-09-07,CIBC,Subodh Kumar,72.0,
Ari Levy,2004-09-07,CSFB,Patrick Jilek,,
Ari Levy,2004-09-07,Deutsche Bank,,65.0,1180.0
Ari Levy,2004-09-07,Goldman Sachs,Abby Joseph Cohen,75.0,
Ari Levy,2004-09-07,JPMorgan,,70.0,1150.0
Ari Levy,2004-09-07,Lehman,Henry Dickson,65.0,
Ari Levy,2004-09-07,Merrill Lynch,Richard Bernstein,45.0,
Ari Levy,2004-09-07,Morgan Stanley,Henry McVey,65.0,1200.0
Ari Levy,2004-09-07,Prudential,Ed Yardeni,70.0,1190.0
Ari Levy,2004-09-07,Smith Barney,Committee,55.0,1025.0
Ari Levy,2004-09-07,UBS,,55.0,
Ari Levy,2004-09-07,Wachovia,Rod Smyth,73.0,1150.0
Edgar Ortega,2004-09-13,Bank of America,Thomas McManus,60.0,
Edgar Ortega,2004-09-13,Bear Stearns,Francois Trahan,55.0,1100.0
Edgar Ortega,2004-09-13,CIBC,Subodh Kumar,72.0,
Edgar Ortega,2004-09-13,CSFB,Patrick Jilek,,
Edgar Ortega,2004-09-13,Citigroup,Committee,60.0,1025.0
Edgar Ortega,2004-09-13,Deutsche Bank,,65.0,1180.0
Edgar Ortega,2004-09-13,Goldman Sachs,Abby Joseph Cohen,75.0,
Edgar Ortega,2004-09-13,JPMorgan,,70.0,1150.0
Edgar Ortega,2004-09-13,Lehman,Henry Dickson,65.0,
Edgar Ortega,2004-09-13,Merrill Lynch,Richard Bernstein,45.0,
Edgar Ortega,2004-09-13,Morgan Stanley,Henry McVey,65.0,1200.0
Edgar Ortega,2004-09-13,Prudential,Edward Keon,55.0,
Edgar Ortega,2004-09-13,UBS,,55.0,
Edgar Ortega,2004-09-13,Wachovia,Rod Smyth,73.0,1150.0
Edgar Ortega,2004-09-20,Bank of America,Thomas McManus,60.0,
Edgar Ortega,2004-09-20,Bear Stearns,Francois Trahan,55.0,1100.0
Edgar Ortega,2004-09-20,CIBC,Subodh Kumar,72.0,
Edgar Ortega,2004-09-20,CSFB,Patrick Jilek,,
Edgar Ortega,2004-09-20,Citigroup,Committee,60.0,1025.0
Edgar Ortega,2004-09-20,Goldman Sachs,Abby Joseph Cohen,75.0,
Edgar Ortega,2004-09-20,JPMorgan,,70.0,1200.0
Edgar Ortega,2004-09-20,Lehman,Henry Dickson,65.0,
Edgar Ortega,2004-09-20,Merrill Lynch,Richard Bernstein,45.0,
Edgar Ortega,2004-09-20,Morgan Stanley,Henry McVey,65.0,1200.0
Edgar Ortega,2004-09-20,Prudential,Edward Keon,55.0,
Edgar Ortega,2004-09-20,UBS,,55.0,
Edgar Ortega,2004-09-20,Wachovia,Rod Smyth,75.0,1150.0
Ari Levy,2004-09-27,Bank of America,Thomas McManus,55.0,
Ari Levy,2004-09-27,Bear Stearns,Francois Trahan,55.0,1050.0
Ari Levy,2004-09-27,CIBC,Subodh Kumar,72.0,
Ari Levy,2004-09-27,CSFB,Patrick Jilek,,
Ari Levy,2004-09-27,Citigroup,Committee,60.0,1025.0
Ari Levy,2004-09-27,Goldman Sachs,Abby Joseph Cohen,75.0,
Ari Levy,2004-09-27,JPMorgan,,70.0,1200.0
Ari Levy,2004-09-27,Lehman,Henry Dickson,65.0,
Ari Levy,2004-09-27,Merrill Lynch,Richard Bernstein,45.0,
Ari Levy,2004-09-27,Morgan Stanley,Henry McVey,65.0,1200.0
Ari Levy,2004-09-27,Prudential,Edward Keon,55.0,
Ari Levy,2004-09-27,UBS,,55.0,
Ari Levy,2004-09-27,Wachovia,Rod Smyth,75.0,1150.0
Phil Serafino,2004-10-08,Bank of America,Thomas McManus,55.0,
Phil Serafino,2004-10-08,Bear Stearns,Francois Trahan,55.0,1050.0
Phil Serafino,2004-10-08,CIBC,Subodh Kumar,72.0,
Phil Serafino,2004-10-08,Citigroup,Committee,60.0,1025.0
Phil Serafino,2004-10-08,Goldman Sachs,Abby Joseph Cohen,75.0,
Phil Serafino,2004-10-08,JPMorgan,,70.0,1200.0
Phil Serafino,2004-10-08,Lehman,Henry Dickson,65.0,
Phil Serafino,2004-10-08,Merrill Lynch,Richard Bernstein,45.0,
Phil Serafino,2004-10-08,Morgan Stanley,Henry McVey,65.0,1200.0
Phil Serafino,2004-10-08,Prudential,Edward Keon,55.0,
Phil Serafino,2004-10-08,UBS,,55.0,1100.0
Phil Serafino,2004-10-08,Wachovia,Rod Smyth,75.0,1150.0
Lu Wang,2004-10-11,Bank of America,Thomas McManus,55.0,
Lu Wang,2004-10-11,Bear Stearns,Francois Trahan,55.0,1050.0
Lu Wang,2004-10-11,CIBC,Subodh Kumar,72.0,
Lu Wang,2004-10-11,Citigroup,Committee,60.0,1025.0
Lu Wang,2004-10-11,Deutsche Bank,,67.0,
Lu Wang,2004-10-11,Goldman Sachs,Abby Joseph Cohen,75.0,
Lu Wang,2004-10-11,JPMorgan,,70.0,1200.0
Lu Wang,2004-10-11,Lehman,Henry Dickson,65.0,
Lu Wang,2004-10-11,Merrill Lynch,Richard Bernstein,45.0,
Lu Wang,2004-10-11,Morgan Stanley,Henry McVey,65.0,1200.0
Lu Wang,2004-10-11,Prudential,Edward Keon,55.0,
Lu Wang,2004-10-11,UBS,,55.0,1100.0
Lu Wang,2004-10-11,Wachovia,Rod Smyth,75.0,
Lu Wang,2004-10-18,Bank of America,Thomas McManus,55.0,
Lu Wang,2004-10-18,Bear Stearns,Francois Trahan,55.0,1050.0
Lu Wang,2004-10-18,CIBC,Subodh Kumar,72.0,
Lu Wang,2004-10-18,Citigroup,Committee,60.0,1025.0
Lu Wang,2004-10-18,Deutsche Bank,,67.0,
Lu Wang,2004-10-18,Goldman Sachs,Abby Joseph Cohen,75.0,
Lu Wang,2004-10-18,JPMorgan,,70.0,1200.0
Lu Wang,2004-10-18,Lehman,Henry Dickson,65.0,
Lu Wang,2004-10-18,Merrill Lynch,Richard Bernstein,45.0,
Lu Wang,2004-10-18,Morgan Stanley,Henry McVey,65.0,1200.0
Lu Wang,2004-10-18,Prudential,Edward Keon,55.0,
Lu Wang,2004-10-18,UBS,,55.0,1100.0
Lu Wang,2004-10-18,Wachovia,Rod Smyth,75.0,
Bing Xiao,2004-10-25,Bank of America,Thomas McManus,55.0,
Bing Xiao,2004-10-25,Bear Stearns,Francois Trahan,55.0,1050.0
Bing Xiao,2004-10-25,CIBC,Subodh Kumar,72.0,
Bing Xiao,2004-10-25,Citigroup,Committee,60.0,1025.0
Bing Xiao,2004-10-25,Deutsche Bank,,67.0,
Bing Xiao,2004-10-25,Goldman Sachs,Abby Joseph Cohen,75.0,
Bing Xiao,2004-10-25,JPMorgan,,70.0,1200.0
Bing Xiao,2004-10-25,Lehman,Henry Dickson,65.0,
Bing Xiao,2004-10-25,Merrill Lynch,Richard Bernstein,45.0,
Bing Xiao,2004-10-25,Morgan Stanley,Henry McVey,65.0,1200.0
Bing Xiao,2004-10-25,Prudential,Edward Keon,55.0,
Bing Xiao,2004-10-25,UBS,,55.0,1100.0
Bing Xiao,2004-10-25,Wachovia,Rod Smyth,75.0,
Bing Xiao,2004-11-01,Bank of America,Thomas McManus,55.0,
Bing Xiao,2004-11-01,Bear Stearns,Francois Trahan,55.0,1050.0
Bing Xiao,2004-11-01,CIBC,Subodh Kumar,72.0,
Bing Xiao,2004-11-01,Citigroup,Committee,60.0,1025.0
Bing Xiao,2004-11-01,Deutsche Bank,,67.0,
Bing Xiao,2004-11-01,Goldman Sachs,Abby Joseph Cohen,75.0,
Bing Xiao,2004-11-01,JPMorgan,,70.0,1200.0
Bing Xiao,2004-11-01,Lehman,Henry Dickson,65.0,
Bing Xiao,2004-11-01,Merrill Lynch,Richard Bernstein,45.0,
Bing Xiao,2004-11-01,Morgan Stanley,Henry McVey,65.0,1200.0
Bing Xiao,2004-11-01,Prudential,Edward Keon,55.0,
Bing Xiao,2004-11-01,UBS,,55.0,1100.0
Bing Xiao,2004-11-01,Wachovia,Rod Smyth,75.0,
Bing Xiao,2004-11-08,Bank of America,Thomas McManus,55.0,
Bing Xiao,2004-11-08,Bear Stearns,Francois Trahan,55.0,1050.0
Bing Xiao,2004-11-08,CIBC,Subodh Kumar,72.0,
Bing Xiao,2004-11-08,Citigroup,Committee,60.0,1025.0
Bing Xiao,2004-11-08,Deutsche Bank,,68.0,
Bing Xiao,2004-11-08,Goldman Sachs,Abby Joseph Cohen,75.0,
Bing Xiao,2004-11-08,JPMorgan,,70.0,1200.0
Bing Xiao,2004-11-08,Lehman,Henry Dickson,65.0,
Bing Xiao,2004-11-08,Merrill Lynch,Richard Bernstein,45.0,
Bing Xiao,2004-11-08,Morgan Stanley,Henry McVey,65.0,1200.0
Bing Xiao,2004-11-08,Prudential,Edward Keon,55.0,
Bing Xiao,2004-11-08,Prudential,Edward Keon,60.0,
Bing Xiao,2004-11-08,UBS,,58.0,1100.0
Bing Xiao,2004-11-08,Wachovia,Rod Smyth,75.0,
Bing Xiao,2004-11-15,Bank of America,Thomas McManus,55.0,
Bing Xiao,2004-11-15,Bear Stearns,Francois Trahan,55.0,1050.0
Bing Xiao,2004-11-15,CIBC,Subodh Kumar,72.0,
Bing Xiao,2004-11-15,Citigroup,Committee,60.0,1075.0
Bing Xiao,2004-11-15,Deutsche Bank,,68.0,
Bing Xiao,2004-11-15,Goldman Sachs,Abby Joseph Cohen,75.0,
Bing Xiao,2004-11-15,JPMorgan,,70.0,1200.0
Bing Xiao,2004-11-15,Lehman,Henry Dickson,65.0,
Bing Xiao,2004-11-15,Merrill Lynch,Richard Bernstein,45.0,
Bing Xiao,2004-11-15,Morgan Stanley,Henry McVey,65.0,1200.0
Bing Xiao,2004-11-15,Prudential,Edward Keon,60.0,
Bing Xiao,2004-11-15,UBS,,58.0,1100.0
Bing Xiao,2004-11-15,Wachovia,Rod Smyth,75.0,
Bing Xiao,2004-11-22,Bank of America,Thomas McManus,55.0,
Bing Xiao,2004-11-22,Bear Stearns,Francois Trahan,55.0,1050.0
Bing Xiao,2004-11-22,CIBC,Subodh Kumar,72.0,
Bing Xiao,2004-11-22,Citigroup,Committee,60.0,1075.0
Bing Xiao,2004-11-22,Deutsche Bank,,68.0,
Bing Xiao,2004-11-22,Goldman Sachs,Abby Joseph Cohen,75.0,
Bing Xiao,2004-11-22,JPMorgan,,70.0,1200.0
Bing Xiao,2004-11-22,Lehman,Henry Dickson,65.0,
Bing Xiao,2004-11-22,Merrill Lynch,Richard Bernstein,45.0,
Bing Xiao,2004-11-22,Morgan Stanley,Henry McVey,65.0,1200.0
Bing Xiao,2004-11-22,Prudential,Edward Keon,60.0,
Bing Xiao,2004-11-22,UBS,,58.0,1100.0
Bing Xiao,2004-11-22,Wachovia,Rod Smyth,75.0,
Bing Xiao,2004-11-29,Bank of America,Thomas McManus,55.0,
Bing Xiao,2004-11-29,Bear Stearns,Francois Trahan,55.0,1050.0
Bing Xiao,2004-11-29,CIBC,Subodh Kumar,72.0,
Bing Xiao,2004-11-29,Citigroup,Committee,60.0,1075.0
Bing Xiao,2004-11-29,Deutsche Bank,,68.0,
Bing Xiao,2004-11-29,Goldman Sachs,Abby Joseph Cohen,75.0,
Bing Xiao,2004-11-29,JPMorgan,,70.0,1200.0
Bing Xiao,2004-11-29,Lehman,Henry Dickson,65.0,
Bing Xiao,2004-11-29,Merrill Lynch,Richard Bernstein,45.0,
Bing Xiao,2004-11-29,Morgan Stanley,Henry McVey,65.0,1200.0
Bing Xiao,2004-11-29,Prudential,Edward Keon,60.0,
Bing Xiao,2004-11-29,UBS,,58.0,1100.0
Bing Xiao,2004-11-29,Wachovia,Rod Smyth,75.0,
Dune Lawrence,2004-12-13,Bank of America,Thomas McManus,55.0,
Dune Lawrence,2004-12-13,Bear Stearns,Francois Trahan,55.0,1050.0
Dune Lawrence,2004-12-13,CIBC,Subodh Kumar,72.0,
Dune Lawrence,2004-12-13,Citigroup,Committee,60.0,1075.0
Dune Lawrence,2004-12-13,Deutsche Bank,,68.0,
Dune Lawrence,2004-12-13,Goldman Sachs,Abby Joseph Cohen,75.0,
Dune Lawrence,2004-12-13,JPMorgan,,70.0,1200.0
Dune Lawrence,2004-12-13,Lehman,Henry Dickson,65.0,
Dune Lawrence,2004-12-13,Merrill Lynch,Richard Bernstein,45.0,
Dune Lawrence,2004-12-13,Morgan Stanley,Henry McVey,65.0,1200.0
Dune Lawrence,2004-12-13,Prudential,Edward Keon,60.0,
Dune Lawrence,2004-12-13,UBS,,58.0,1100.0
Dune Lawrence,2004-12-13,Wachovia,Rod Smyth,75.0,1150.0
Dune Lawrence,2004-12-20,Bank of America,Thomas McManus,55.0,
Dune Lawrence,2004-12-20,Bear Stearns,Francois Trahan,55.0,
Dune Lawrence,2004-12-20,CIBC,Subodh Kumar,72.0,
Dune Lawrence,2004-12-20,Citigroup,Committee,60.0,1300.0
Dune Lawrence,2004-12-20,Deutsche Bank,,69.0,
Dune Lawrence,2004-12-20,Goldman Sachs,Abby Joseph Cohen,75.0,
Dune Lawrence,2004-12-20,JPMorgan,,70.0,1275.0
Dune Lawrence,2004-12-20,Lehman,Henry Dickson,65.0,
Dune Lawrence,2004-12-20,Merrill Lynch,Richard Bernstein,45.0,
Dune Lawrence,2004-12-20,Morgan Stanley,Henry McVey,65.0,1250.0
Dune Lawrence,2004-12-20,Prudential,Edward Keon,60.0,1250.0
Dune Lawrence,2004-12-20,UBS,,58.0,
Dune Lawrence,2004-12-20,Wachovia,Rod Smyth,75.0,1195.0
